Country or Area,Year,Area,Sex,Age,Record Type,Reliability,Source Year,Value,Value Footnotes
Dominican Republic,1993,Total,Female,72,Census - de jure - complete tabulation,"Final figure, complete",1998,6923,
Dominican Republic,1993,Urban,Female,72,Census - de jure - complete tabulation,"Final figure, complete",1998,4277,
Dominican Republic,1993,Rural,Female,72,Census - de jure - complete tabulation,"Final figure, complete",1998,2646,
Dominican Republic,1993,Total,Female,73,Census - de jure - complete tabulation,"Final figure, complete",1998,9248,
Dominican Republic,1993,Urban,Female,73,Census - de jure - complete tabulation,"Final figure, complete",1998,5527,
Dominican Republic,1993,Rural,Female,73,Census - de jure - complete tabulation,"Final figure, complete",1998,3721,
Dominican Republic,1993,Total,Female,74,Census - de jure - complete tabulation,"Final figure, complete",1998,5616,
Dominican Republic,1993,Urban,Female,74,Census - de jure - complete tabulation,"Final figure, complete",1998,3418,
Dominican Republic,1993,Rural,Female,74,Census - de jure - complete tabulation,"Final figure, complete",1998,2198,
Dominican Republic,1993,Total,Female,75,Census - de jure - complete tabulation,"Final figure, complete",1998,7862,
Dominican Republic,1993,Urban,Female,75,Census - de jure - complete tabulation,"Final figure, complete",1998,4351,
Dominican Republic,1993,Rural,Female,75,Census - de jure - complete tabulation,"Final figure, complete",1998,3511,
Dominican Republic,1993,Total,Female,76,Census - de jure - complete tabulation,"Final figure, complete",1998,5127,
Dominican Republic,1993,Urban,Female,76,Census - de jure - complete tabulation,"Final figure, complete",1998,3089,
Dominican Republic,1993,Rural,Female,76,Census - de jure - complete tabulation,"Final figure, complete",1998,2038,
Dominican Republic,1993,Total,Female,77,Census - de jure - complete tabulation,"Final figure, complete",1998,4530,
Dominican Republic,1993,Urban,Female,77,Census - de jure - complete tabulation,"Final figure, complete",1998,2780,
Dominican Republic,1993,Rural,Female,77,Census - de jure - complete tabulation,"Final figure, complete",1998,1750,
Dominican Republic,1993,Total,Female,78,Census - de jure - complete tabulation,"Final figure, complete",1998,4832,
Dominican Republic,1993,Urban,Female,78,Census - de jure - complete tabulation,"Final figure, complete",1998,2830,
Dominican Republic,1993,Rural,Female,78,Census - de jure - complete tabulation,"Final figure, complete",1998,2002,
Dominican Republic,1993,Total,Female,79,Census - de jure - complete tabulation,"Final figure, complete",1998,3466,
Dominican Republic,1993,Urban,Female,79,Census - de jure - complete tabulation,"Final figure, complete",1998,2159,
Dominican Republic,1993,Rural,Female,79,Census - de jure - complete tabulation,"Final figure, complete",1998,1307,
Dominican Republic,1993,Total,Female,80,Census - de jure - complete tabulation,"Final figure, complete",1998,9194,
Dominican Republic,1993,Urban,Female,80,Census - de jure - complete tabulation,"Final figure, complete",1998,4429,
Dominican Republic,1993,Rural,Female,80,Census - de jure - complete tabulation,"Final figure, complete",1998,4765,
Dominican Republic,1993,Total,Female,81,Census - de jure - complete tabulation,"Final figure, complete",1998,3404,
Dominican Republic,1993,Urban,Female,81,Census - de jure - complete tabulation,"Final figure, complete",1998,2005,
Dominican Republic,1993,Rural,Female,81,Census - de jure - complete tabulation,"Final figure, complete",1998,1399,
Dominican Republic,1993,Total,Female,82,Census - de jure - complete tabulation,"Final figure, complete",1998,3413,
Dominican Republic,1993,Urban,Female,82,Census - de jure - complete tabulation,"Final figure, complete",1998,2066,
Dominican Republic,1993,Rural,Female,82,Census - de jure - complete tabulation,"Final figure, complete",1998,1347,
Dominican Republic,1993,Total,Female,83,Census - de jure - complete tabulation,"Final figure, complete",1998,3332,
Dominican Republic,1993,Urban,Female,83,Census - de jure - complete tabulation,"Final figure, complete",1998,1963,
Dominican Republic,1993,Rural,Female,83,Census - de jure - complete tabulation,"Final figure, complete",1998,1369,
Dominican Republic,1993,Total,Female,84,Census - de jure - complete tabulation,"Final figure, complete",1998,2454,
Dominican Republic,1993,Urban,Female,84,Census - de jure - complete tabulation,"Final figure, complete",1998,1530,
Dominican Republic,1993,Rural,Female,84,Census - de jure - complete tabulation,"Final figure, complete",1998,924,
Dominican Republic,1993,Total,Female,43834,Census - de jure - complete tabulation,"Final figure, complete",1998,375548,
Dominican Republic,1993,Urban,Female,43834,Census - de jure - complete tabulation,"Final figure, complete",1998,201617,
Dominican Republic,1993,Rural,Female,43834,Census - de jure - complete tabulation,"Final figure, complete",1998,173931,
Dominican Republic,1993,Total,Female,43960,Census - de jure - complete tabulation,"Final figure, complete",1998,414333,
Dominican Republic,1993,Urban,Female,43960,Census - de jure - complete tabulation,"Final figure, complete",1998,220505,
Dominican Republic,1993,Rural,Female,43960,Census - de jure - complete tabulation,"Final figure, complete",1998,193828,
Dominican Republic,1993,Total,Female,44118,Census - de jure - complete tabulation,"Final figure, complete",1998,423375,
Dominican Republic,1993,Urban,Female,44118,Census - de jure - complete tabulation,"Final figure, complete",1998,232873,
Dominican Republic,1993,Rural,Female,44118,Census - de jure - complete tabulation,"Final figure, complete",1998,190502,
Dominican Republic,1993,Total,Female,15 - 19,Census - de jure - complete tabulation,"Final figure, complete",1998,404780,
Dominican Republic,1993,Urban,Female,15 - 19,Census - de jure - complete tabulation,"Final figure, complete",1998,240123,
Dominican Republic,1993,Rural,Female,15 - 19,Census - de jure - complete tabulation,"Final figure, complete",1998,164657,
Dominican Republic,1993,Total,Female,20 - 24,Census - de jure - complete tabulation,"Final figure, complete",1998,406111,
Dominican Republic,1993,Urban,Female,20 - 24,Census - de jure - complete tabulation,"Final figure, complete",1998,246195,
Dominican Republic,1993,Rural,Female,20 - 24,Census - de jure - complete tabulation,"Final figure, complete",1998,159916,
Dominican Republic,1993,Total,Female,25 - 29,Census - de jure - complete tabulation,"Final figure, complete",1998,339857,
Dominican Republic,1993,Urban,Female,25 - 29,Census - de jure - complete tabulation,"Final figure, complete",1998,211158,
Dominican Republic,1993,Rural,Female,25 - 29,Census - de jure - complete tabulation,"Final figure, complete",1998,128699,
Dominican Republic,1993,Total,Female,30 - 34,Census - de jure - complete tabulation,"Final figure, complete",1998,284206,
Dominican Republic,1993,Urban,Female,30 - 34,Census - de jure - complete tabulation,"Final figure, complete",1998,172849,
Dominican Republic,1993,Rural,Female,30 - 34,Census - de jure - complete tabulation,"Final figure, complete",1998,111357,
Dominican Republic,1993,Total,Female,35 - 39,Census - de jure - complete tabulation,"Final figure, complete",1998,221877,
Dominican Republic,1993,Urban,Female,35 - 39,Census - de jure - complete tabulation,"Final figure, complete",1998,134825,
Dominican Republic,1993,Rural,Female,35 - 39,Census - de jure - complete tabulation,"Final figure, complete",1998,87052,
Dominican Republic,1993,Total,Female,40 - 44,Census - de jure - complete tabulation,"Final figure, complete",1998,178955,
Dominican Republic,1993,Urban,Female,40 - 44,Census - de jure - complete tabulation,"Final figure, complete",1998,106286,
Dominican Republic,1993,Rural,Female,40 - 44,Census - de jure - complete tabulation,"Final figure, complete",1998,72669,
Dominican Republic,1993,Total,Female,45 - 49,Census - de jure - complete tabulation,"Final figure, complete",1998,134722,
Dominican Republic,1993,Urban,Female,45 - 49,Census - de jure - complete tabulation,"Final figure, complete",1998,77567,
Dominican Republic,1993,Rural,Female,45 - 49,Census - de jure - complete tabulation,"Final figure, complete",1998,57155,
Dominican Republic,1993,Total,Female,50 - 54,Census - de jure - complete tabulation,"Final figure, complete",1998,119256,
Dominican Republic,1993,Urban,Female,50 - 54,Census - de jure - complete tabulation,"Final figure, complete",1998,67069,
Dominican Republic,1993,Rural,Female,50 - 54,Census - de jure - complete tabulation,"Final figure, complete",1998,52187,
Dominican Republic,1993,Total,Female,55 - 59,Census - de jure - complete tabulation,"Final figure, complete",1998,86606,
Dominican Republic,1993,Urban,Female,55 - 59,Census - de jure - complete tabulation,"Final figure, complete",1998,49983,
Dominican Republic,1993,Rural,Female,55 - 59,Census - de jure - complete tabulation,"Final figure, complete",1998,36623,
Dominican Republic,1993,Total,Female,60 - 64,Census - de jure - complete tabulation,"Final figure, complete",1998,87450,
Dominican Republic,1993,Urban,Female,60 - 64,Census - de jure - complete tabulation,"Final figure, complete",1998,48782,
Dominican Republic,1993,Rural,Female,60 - 64,Census - de jure - complete tabulation,"Final figure, complete",1998,38668,
Dominican Republic,1993,Total,Female,65 - 69,Census - de jure - complete tabulation,"Final figure, complete",1998,56060,
Dominican Republic,1993,Urban,Female,65 - 69,Census - de jure - complete tabulation,"Final figure, complete",1998,32597,
Dominican Republic,1993,Rural,Female,65 - 69,Census - de jure - complete tabulation,"Final figure, complete",1998,23463,
Dominican Republic,1993,Total,Female,70 - 74,Census - de jure - complete tabulation,"Final figure, complete",1998,45910,
Dominican Republic,1993,Urban,Female,70 - 74,Census - de jure - complete tabulation,"Final figure, complete",1998,25667,
Dominican Republic,1993,Rural,Female,70 - 74,Census - de jure - complete tabulation,"Final figure, complete",1998,20243,
Dominican Republic,1993,Total,Female,75 - 79,Census - de jure - complete tabulation,"Final figure, complete",1998,25817,
Dominican Republic,1993,Urban,Female,75 - 79,Census - de jure - complete tabulation,"Final figure, complete",1998,15209,
Dominican Republic,1993,Rural,Female,75 - 79,Census - de jure - complete tabulation,"Final figure, complete",1998,10608,
Dominican Republic,1993,Total,Female,80 - 84,Census - de jure - complete tabulation,"Final figure, complete",1998,21797,
Dominican Republic,1993,Urban,Female,80 - 84,Census - de jure - complete tabulation,"Final figure, complete",1998,11993,
Dominican Republic,1993,Rural,Female,80 - 84,Census - de jure - complete tabulation,"Final figure, complete",1998,9804,
Dominican Republic,1993,Total,Female,85 +,Census - de jure - complete tabulation,"Final figure, complete",1998,23507,
Dominican Republic,1993,Urban,Female,85 +,Census - de jure - complete tabulation,"Final figure, complete",1998,12395,
Dominican Republic,1993,Rural,Female,85 +,Census - de jure - complete tabulation,"Final figure, complete",1998,11112,
Dominican Republic,1993,Total,Female,Total,Census - de jure - complete tabulation,"Final figure, complete",1998,3742593,
Dominican Republic,1993,Urban,Female,Total,Census - de jure - complete tabulation,"Final figure, complete",1998,2157772,
Dominican Republic,1993,Rural,Female,Total,Census - de jure - complete tabulation,"Final figure, complete",1998,1584821,
Dominican Republic,1993,Total,Male,0,Census - de jure - complete tabulation,"Final figure, complete",1998,93470,
Dominican Republic,1993,Urban,Male,0,Census - de jure - complete tabulation,"Final figure, complete",1998,50782,
Dominican Republic,1993,Rural,Male,0,Census - de jure - complete tabulation,"Final figure, complete",1998,42688,
Dominican Republic,1993,Total,Male,1,Census - de jure - complete tabulation,"Final figure, complete",1998,93713,
Dominican Republic,1993,Urban,Male,1,Census - de jure - complete tabulation,"Final figure, complete",1998,50614,
Dominican Republic,1993,Rural,Male,1,Census - de jure - complete tabulation,"Final figure, complete",1998,43099,
Dominican Republic,1993,Total,Male,2,Census - de jure - complete tabulation,"Final figure, complete",1998,96869,
Dominican Republic,1993,Urban,Male,2,Census - de jure - complete tabulation,"Final figure, complete",1998,52266,
Dominican Republic,1993,Rural,Male,2,Census - de jure - complete tabulation,"Final figure, complete",1998,44603,
Dominican Republic,1993,Total,Male,3,Census - de jure - complete tabulation,"Final figure, complete",1998,100222,
Dominican Republic,1993,Urban,Male,3,Census - de jure - complete tabulation,"Final figure, complete",1998,53442,
Dominican Republic,1993,Rural,Male,3,Census - de jure - complete tabulation,"Final figure, complete",1998,46780,
Dominican Republic,1993,Total,Male,4,Census - de jure - complete tabulation,"Final figure, complete",1998,94598,
Dominican Republic,1993,Urban,Male,4,Census - de jure - complete tabulation,"Final figure, complete",1998,50550,
Dominican Republic,1993,Rural,Male,4,Census - de jure - complete tabulation,"Final figure, complete",1998,44048,
Dominican Republic,1993,Total,Male,5,Census - de jure - complete tabulation,"Final figure, complete",1998,87831,
Dominican Republic,1993,Urban,Male,5,Census - de jure - complete tabulation,"Final figure, complete",1998,46431,
Dominican Republic,1993,Rural,Male,5,Census - de jure - complete tabulation,"Final figure, complete",1998,41400,
Dominican Republic,1993,Total,Male,6,Census - de jure - complete tabulation,"Final figure, complete",1998,86518,
Dominican Republic,1993,Urban,Male,6,Census - de jure - complete tabulation,"Final figure, complete",1998,45830,
Dominican Republic,1993,Rural,Male,6,Census - de jure - complete tabulation,"Final figure, complete",1998,40688,
Dominican Republic,1993,Total,Male,7,Census - de jure - complete tabulation,"Final figure, complete",1998,87101,
Dominican Republic,1993,Urban,Male,7,Census - de jure - complete tabulation,"Final figure, complete",1998,45355,
Dominican Republic,1993,Rural,Male,7,Census - de jure - complete tabulation,"Final figure, complete",1998,41746,
Dominican Republic,1993,Total,Male,8,Census - de jure - complete tabulation,"Final figure, complete",1998,83966,
Dominican Republic,1993,Urban,Male,8,Census - de jure - complete tabulation,"Final figure, complete",1998,43848,
Dominican Republic,1993,Rural,Male,8,Census - de jure - complete tabulation,"Final figure, complete",1998,40118,
Dominican Republic,1993,Total,Male,9,Census - de jure - complete tabulation,"Final figure, complete",1998,78322,
Dominican Republic,1993,Urban,Male,9,Census - de jure - complete tabulation,"Final figure, complete",1998,41005,
Dominican Republic,1993,Rural,Male,9,Census - de jure - complete tabulation,"Final figure, complete",1998,37317,
Dominican Republic,1993,Total,Male,10,Census - de jure - complete tabulation,"Final figure, complete",1998,85544,
Dominican Republic,1993,Urban,Male,10,Census - de jure - complete tabulation,"Final figure, complete",1998,44123,
Dominican Republic,1993,Rural,Male,10,Census - de jure - complete tabulation,"Final figure, complete",1998,41421,
Dominican Republic,1993,Total,Male,11,Census - de jure - complete tabulation,"Final figure, complete",1998,81026,
Dominican Republic,1993,Urban,Male,11,Census - de jure - complete tabulation,"Final figure, complete",1998,42015,
Dominican Republic,1993,Rural,Male,11,Census - de jure - complete tabulation,"Final figure, complete",1998,39011,
Dominican Republic,1993,Total,Male,12,Census - de jure - complete tabulation,"Final figure, complete",1998,83611,
Dominican Republic,1993,Urban,Male,12,Census - de jure - complete tabulation,"Final figure, complete",1998,42897,
Dominican Republic,1993,Rural,Male,12,Census - de jure - complete tabulation,"Final figure, complete",1998,40714,
Dominican Republic,1993,Total,Male,13,Census - de jure - complete tabulation,"Final figure, complete",1998,82184,
Dominican Republic,1993,Urban,Male,13,Census - de jure - complete tabulation,"Final figure, complete",1998,42494,
Dominican Republic,1993,Rural,Male,13,Census - de jure - complete tabulation,"Final figure, complete",1998,39690,
Dominican Republic,1993,Total,Male,14,Census - de jure - complete tabulation,"Final figure, complete",1998,82551,
Dominican Republic,1993,Urban,Male,14,Census - de jure - complete tabulation,"Final figure, complete",1998,42758,
Dominican Republic,1993,Rural,Male,14,Census - de jure - complete tabulation,"Final figure, complete",1998,39793,
Dominican Republic,1993,Total,Male,15,Census - de jure - complete tabulation,"Final figure, complete",1998,78431,
Dominican Republic,1993,Urban,Male,15,Census - de jure - complete tabulation,"Final figure, complete",1998,41263,
Dominican Republic,1993,Rural,Male,15,Census - de jure - complete tabulation,"Final figure, complete",1998,37168,
Dominican Republic,1993,Total,Male,16,Census - de jure - complete tabulation,"Final figure, complete",1998,75231,
Dominican Republic,1993,Urban,Male,16,Census - de jure - complete tabulation,"Final figure, complete",1998,40268,
Dominican Republic,1993,Rural,Male,16,Census - de jure - complete tabulation,"Final figure, complete",1998,34963,
Dominican Republic,1993,Total,Male,17,Census - de jure - complete tabulation,"Final figure, complete",1998,72609,
Dominican Republic,1993,Urban,Male,17,Census - de jure - complete tabulation,"Final figure, complete",1998,39920,
Dominican Republic,1993,Rural,Male,17,Census - de jure - complete tabulation,"Final figure, complete",1998,32689,
Dominican Republic,1993,Total,Male,18,Census - de jure - complete tabulation,"Final figure, complete",1998,79690,
Dominican Republic,1993,Urban,Male,18,Census - de jure - complete tabulation,"Final figure, complete",1998,42955,
Dominican Republic,1993,Rural,Male,18,Census - de jure - complete tabulation,"Final figure, complete",1998,36735,
Dominican Republic,1993,Total,Male,19,Census - de jure - complete tabulation,"Final figure, complete",1998,67326,
Dominican Republic,1993,Urban,Male,19,Census - de jure - complete tabulation,"Final figure, complete",1998,37984,
Dominican Republic,1993,Rural,Male,19,Census - de jure - complete tabulation,"Final figure, complete",1998,29342,
Dominican Republic,1993,Total,Male,20,Census - de jure - complete tabulation,"Final figure, complete",1998,83159,
Dominican Republic,1993,Urban,Male,20,Census - de jure - complete tabulation,"Final figure, complete",1998,45356,
Dominican Republic,1993,Rural,Male,20,Census - de jure - complete tabulation,"Final figure, complete",1998,37803,
Dominican Republic,1993,Total,Male,21,Census - de jure - complete tabulation,"Final figure, complete",1998,66097,
Dominican Republic,1993,Urban,Male,21,Census - de jure - complete tabulation,"Final figure, complete",1998,38027,
Dominican Republic,1993,Rural,Male,21,Census - de jure - complete tabulation,"Final figure, complete",1998,28070,
Dominican Republic,1993,Total,Male,22,Census - de jure - complete tabulation,"Final figure, complete",1998,73277,
Dominican Republic,1993,Urban,Male,22,Census - de jure - complete tabulation,"Final figure, complete",1998,41944,
Dominican Republic,1993,Rural,Male,22,Census - de jure - complete tabulation,"Final figure, complete",1998,31333,
Dominican Republic,1993,Total,Male,23,Census - de jure - complete tabulation,"Final figure, complete",1998,75330,
Dominican Republic,1993,Urban,Male,23,Census - de jure - complete tabulation,"Final figure, complete",1998,42886,
Dominican Republic,1993,Rural,Male,23,Census - de jure - complete tabulation,"Final figure, complete",1998,32444,
Dominican Republic,1993,Total,Male,24,Census - de jure - complete tabulation,"Final figure, complete",1998,67660,
Dominican Republic,1993,Urban,Male,24,Census - de jure - complete tabulation,"Final figure, complete",1998,39151,
Dominican Republic,1993,Rural,Male,24,Census - de jure - complete tabulation,"Final figure, complete",1998,28509,
Dominican Republic,1993,Total,Male,25,Census - de jure - complete tabulation,"Final figure, complete",1998,67452,
Dominican Republic,1993,Urban,Male,25,Census - de jure - complete tabulation,"Final figure, complete",1998,38767,
Dominican Republic,1993,Rural,Male,25,Census - de jure - complete tabulation,"Final figure, complete",1998,28685,
Dominican Republic,1993,Total,Male,26,Census - de jure - complete tabulation,"Final figure, complete",1998,61176,
Dominican Republic,1993,Urban,Male,26,Census - de jure - complete tabulation,"Final figure, complete",1998,36011,
Dominican Republic,1993,Rural,Male,26,Census - de jure - complete tabulation,"Final figure, complete",1998,25165,
Dominican Republic,1993,Total,Male,27,Census - de jure - complete tabulation,"Final figure, complete",1998,60779,
Dominican Republic,1993,Urban,Male,27,Census - de jure - complete tabulation,"Final figure, complete",1998,35921,
Dominican Republic,1993,Rural,Male,27,Census - de jure - complete tabulation,"Final figure, complete",1998,24858,
Dominican Republic,1993,Total,Male,28,Census - de jure - complete tabulation,"Final figure, complete",1998,65286,
Dominican Republic,1993,Urban,Male,28,Census - de jure - complete tabulation,"Final figure, complete",1998,38380,
Dominican Republic,1993,Rural,Male,28,Census - de jure - complete tabulation,"Final figure, complete",1998,26906,
Dominican Republic,1993,Total,Male,29,Census - de jure - complete tabulation,"Final figure, complete",1998,53294,
Dominican Republic,1993,Urban,Male,29,Census - de jure - complete tabulation,"Final figure, complete",1998,31978,
Dominican Republic,1993,Rural,Male,29,Census - de jure - complete tabulation,"Final figure, complete",1998,21316,
Dominican Republic,1993,Total,Male,30,Census - de jure - complete tabulation,"Final figure, complete",1998,67488,
Dominican Republic,1993,Urban,Male,30,Census - de jure - complete tabulation,"Final figure, complete",1998,38488,
Dominican Republic,1993,Rural,Male,30,Census - de jure - complete tabulation,"Final figure, complete",1998,29000,
Dominican Republic,1993,Total,Male,31,Census - de jure - complete tabulation,"Final figure, complete",1998,42323,
Dominican Republic,1993,Urban,Male,31,Census - de jure - complete tabulation,"Final figure, complete",1998,25344,
Dominican Republic,1993,Rural,Male,31,Census - de jure - complete tabulation,"Final figure, complete",1998,16979,
Dominican Republic,1993,Total,Male,32,Census - de jure - complete tabulation,"Final figure, complete",1998,52815,
Dominican Republic,1993,Urban,Male,32,Census - de jure - complete tabulation,"Final figure, complete",1998,30508,
Dominican Republic,1993,Rural,Male,32,Census - de jure - complete tabulation,"Final figure, complete",1998,22307,
Dominican Republic,1993,Total,Male,33,Census - de jure - complete tabulation,"Final figure, complete",1998,50235,
Dominican Republic,1993,Urban,Male,33,Census - de jure - complete tabulation,"Final figure, complete",1998,29447,
Dominican Republic,1993,Rural,Male,33,Census - de jure - complete tabulation,"Final figure, complete",1998,20788,
Dominican Republic,1993,Total,Male,34,Census - de jure - complete tabulation,"Final figure, complete",1998,44749,
Dominican Republic,1993,Urban,Male,34,Census - de jure - complete tabulation,"Final figure, complete",1998,26131,
Dominican Republic,1993,Rural,Male,34,Census - de jure - complete tabulation,"Final figure, complete",1998,18618,
Dominican Republic,1993,Total,Male,35,Census - de jure - complete tabulation,"Final figure, complete",1998,46114,
Dominican Republic,1993,Urban,Male,35,Census - de jure - complete tabulation,"Final figure, complete",1998,25631,
Dominican Republic,1993,Rural,Male,35,Census - de jure - complete tabulation,"Final figure, complete",1998,20483,
Dominican Republic,1993,Total,Male,36,Census - de jure - complete tabulation,"Final figure, complete",1998,37808,
Dominican Republic,1993,Urban,Male,36,Census - de jure - complete tabulation,"Final figure, complete",1998,22042,
Dominican Republic,1993,Rural,Male,36,Census - de jure - complete tabulation,"Final figure, complete",1998,15766,
Dominican Republic,1993,Total,Male,37,Census - de jure - complete tabulation,"Final figure, complete",1998,38184,
Dominican Republic,1993,Urban,Male,37,Census - de jure - complete tabulation,"Final figure, complete",1998,22216,
Dominican Republic,1993,Rural,Male,37,Census - de jure - complete tabulation,"Final figure, complete",1998,15968,
Dominican Republic,1993,Total,Male,38,Census - de jure - complete tabulation,"Final figure, complete",1998,42625,
Dominican Republic,1993,Urban,Male,38,Census - de jure - complete tabulation,"Final figure, complete",1998,24355,
Dominican Republic,1993,Rural,Male,38,Census - de jure - complete tabulation,"Final figure, complete",1998,18270,
Dominican Republic,1993,Total,Male,39,Census - de jure - complete tabulation,"Final figure, complete",1998,34491,
Dominican Republic,1993,Urban,Male,39,Census - de jure - complete tabulation,"Final figure, complete",1998,20166,
Dominican Republic,1993,Rural,Male,39,Census - de jure - complete tabulation,"Final figure, complete",1998,14325,
Dominican Republic,1993,Total,Male,40,Census - de jure - complete tabulation,"Final figure, complete",1998,43912,
Dominican Republic,1993,Urban,Male,40,Census - de jure - complete tabulation,"Final figure, complete",1998,23830,
Dominican Republic,1993,Rural,Male,40,Census - de jure - complete tabulation,"Final figure, complete",1998,20082,
Dominican Republic,1993,Total,Male,41,Census - de jure - complete tabulation,"Final figure, complete",1998,28191,
Dominican Republic,1993,Urban,Male,41,Census - de jure - complete tabulation,"Final figure, complete",1998,16515,
Dominican Republic,1993,Rural,Male,41,Census - de jure - complete tabulation,"Final figure, complete",1998,11676,
Dominican Republic,1993,Total,Male,42,Census - de jure - complete tabulation,"Final figure, complete",1998,33996,
Dominican Republic,1993,Urban,Male,42,Census - de jure - complete tabulation,"Final figure, complete",1998,19525,
Dominican Republic,1993,Rural,Male,42,Census - de jure - complete tabulation,"Final figure, complete",1998,14471,
Dominican Republic,1993,Total,Male,43,Census - de jure - complete tabulation,"Final figure, complete",1998,34506,
Dominican Republic,1993,Urban,Male,43,Census - de jure - complete tabulation,"Final figure, complete",1998,19723,
Dominican Republic,1993,Rural,Male,43,Census - de jure - complete tabulation,"Final figure, complete",1998,14783,
Dominican Republic,1993,Total,Male,44,Census - de jure - complete tabulation,"Final figure, complete",1998,26400,
Dominican Republic,1993,Urban,Male,44,Census - de jure - complete tabulation,"Final figure, complete",1998,15207,
Dominican Republic,1993,Rural,Male,44,Census - de jure - complete tabulation,"Final figure, complete",1998,11193,
Dominican Republic,1993,Total,Male,45,Census - de jure - complete tabulation,"Final figure, complete",1998,30508,
Dominican Republic,1993,Urban,Male,45,Census - de jure - complete tabulation,"Final figure, complete",1998,16211,
Dominican Republic,1993,Rural,Male,45,Census - de jure - complete tabulation,"Final figure, complete",1998,14297,
Dominican Republic,1993,Total,Male,46,Census - de jure - complete tabulation,"Final figure, complete",1998,23696,
Dominican Republic,1993,Urban,Male,46,Census - de jure - complete tabulation,"Final figure, complete",1998,13491,
Dominican Republic,1993,Rural,Male,46,Census - de jure - complete tabulation,"Final figure, complete",1998,10205,
Dominican Republic,1993,Total,Male,47,Census - de jure - complete tabulation,"Final figure, complete",1998,26295,
Dominican Republic,1993,Urban,Male,47,Census - de jure - complete tabulation,"Final figure, complete",1998,14670,
Dominican Republic,1993,Rural,Male,47,Census - de jure - complete tabulation,"Final figure, complete",1998,11625,
Dominican Republic,1993,Total,Male,48,Census - de jure - complete tabulation,"Final figure, complete",1998,24577,
Dominican Republic,1993,Urban,Male,48,Census - de jure - complete tabulation,"Final figure, complete",1998,13307,
Dominican Republic,1993,Rural,Male,48,Census - de jure - complete tabulation,"Final figure, complete",1998,11270,
Dominican Republic,1993,Total,Male,49,Census - de jure - complete tabulation,"Final figure, complete",1998,21294,
Dominican Republic,1993,Urban,Male,49,Census - de jure - complete tabulation,"Final figure, complete",1998,11565,
Dominican Republic,1993,Rural,Male,49,Census - de jure - complete tabulation,"Final figure, complete",1998,9729,
Dominican Republic,1993,Total,Male,50,Census - de jure - complete tabulation,"Final figure, complete",1998,31521,
Dominican Republic,1993,Urban,Male,50,Census - de jure - complete tabulation,"Final figure, complete",1998,15543,
Dominican Republic,1993,Rural,Male,50,Census - de jure - complete tabulation,"Final figure, complete",1998,15978,
Dominican Republic,1993,Total,Male,51,Census - de jure - complete tabulation,"Final figure, complete",1998,18836,
Dominican Republic,1993,Urban,Male,51,Census - de jure - complete tabulation,"Final figure, complete",1998,10219,
Dominican Republic,1993,Rural,Male,51,Census - de jure - complete tabulation,"Final figure, complete",1998,8617,
Dominican Republic,1993,Total,Male,52,Census - de jure - complete tabulation,"Final figure, complete",1998,20773,
Dominican Republic,1993,Urban,Male,52,Census - de jure - complete tabulation,"Final figure, complete",1998,11196,
Dominican Republic,1993,Rural,Male,52,Census - de jure - complete tabulation,"Final figure, complete",1998,9577,
Dominican Republic,1993,Total,Male,53,Census - de jure - complete tabulation,"Final figure, complete",1998,22400,
Dominican Republic,1993,Urban,Male,53,Census - de jure - complete tabulation,"Final figure, complete",1998,11993,
Dominican Republic,1993,Rural,Male,53,Census - de jure - complete tabulation,"Final figure, complete",1998,10407,
Dominican Republic,1993,Total,Male,54,Census - de jure - complete tabulation,"Final figure, complete",1998,19570,
Dominican Republic,1993,Urban,Male,54,Census - de jure - complete tabulation,"Final figure, complete",1998,10515,
Dominican Republic,1993,Rural,Male,54,Census - de jure - complete tabulation,"Final figure, complete",1998,9055,
Dominican Republic,1993,Total,Male,55,Census - de jure - complete tabulation,"Final figure, complete",1998,18780,
Dominican Republic,1993,Urban,Male,55,Census - de jure - complete tabulation,"Final figure, complete",1998,9563,
Dominican Republic,1993,Rural,Male,55,Census - de jure - complete tabulation,"Final figure, complete",1998,9217,
Dominican Republic,1993,Total,Male,56,Census - de jure - complete tabulation,"Final figure, complete",1998,17587,
Dominican Republic,1993,Urban,Male,56,Census - de jure - complete tabulation,"Final figure, complete",1998,9351,
Dominican Republic,1993,Rural,Male,56,Census - de jure - complete tabulation,"Final figure, complete",1998,8236,
Dominican Republic,1993,Total,Male,57,Census - de jure - complete tabulation,"Final figure, complete",1998,15723,
Dominican Republic,1993,Urban,Male,57,Census - de jure - complete tabulation,"Final figure, complete",1998,8699,
Dominican Republic,1993,Rural,Male,57,Census - de jure - complete tabulation,"Final figure, complete",1998,7024,
Dominican Republic,1993,Total,Male,58,Census - de jure - complete tabulation,"Final figure, complete",1998,17274,
Dominican Republic,1993,Urban,Male,58,Census - de jure - complete tabulation,"Final figure, complete",1998,9203,
Dominican Republic,1993,Rural,Male,58,Census - de jure - complete tabulation,"Final figure, complete",1998,8071,
Dominican Republic,1993,Total,Male,59,Census - de jure - complete tabulation,"Final figure, complete",1998,13075,
Dominican Republic,1993,Urban,Male,59,Census - de jure - complete tabulation,"Final figure, complete",1998,7034,
Dominican Republic,1993,Rural,Male,59,Census - de jure - complete tabulation,"Final figure, complete",1998,6041,
Dominican Republic,1993,Total,Male,60,Census - de jure - complete tabulation,"Final figure, complete",1998,26894,
